Country,Town,Site Name,Location,Services,Cost,Altitude,Latitude,Longitude,Website URL,Site Type,Comments
Latvia,Turaida,,,,€3.50,85,57.186828,24.844531,http://ourbumble.com/garden-god-thur-turaida/,Mixed Parking,"Estate car park, free overnight you pay for the daytime to one of the attendents."
Latvia,Riga,Riverside Camping,,"Fresh WaterGrey WaterBlack WaterToiletsTrashShowersElectricWi-Fi",€0.00,-8,56.965159,24.08189,http://ourbumble.com/garden-god-thur-turaida/,Campsite,"Simple aire with showers, toilets, washing machine and service. Basic €8 for motorhome plus €2.50 per adult plus €3 for electric"
Latvia,Ainazi,,Countryside,,€0.00,-20,57.866888,24.356476,http://ourbumble.com/riding-the-baltic-storms-roads-cesis/,Mixed Parking,Mixed parking area.
Latvia,,,,,€0.00,0,57.622746,24.386412,http://ourbumble.com/riding-the-baltic-storms-roads-cesis/,Rest Area,Car park beside the beach next to main road.
Latvia,Limbazi,,,,€0.00,59,57.514591,24.715341,http://ourbumble.com/riding-the-baltic-storms-roads-cesis/,Mixed Parking,Church and town parking.
Latvia,Cesis,,,,€0.00,111,57.314985,25.278691,http://ourbumble.com/riding-the-baltic-storms-roads-cesis/,Mixed Parking,Big car park no restriction
Latvia,Cesis,,,,€0.00,101,57.314228,25.281092,http://ourbumble.com/riding-the-baltic-storms-roads-cesis/,Mixed Parking & Services,Paved car park with toilet and fresh water facilities
Latvia,Rundale,Rundale hall,,,€0.00,22,56.415323,24.031847,http://ourbumble.com/rough-ride-rundale-palace/,Mixed Parking,Car park for car and separate one for coaches. Coaches park is much better - tarmac
Latvia, Siguldas pilseta,,,,€0.00,85,57.155526,24.854242,http://ourbumble.com/,Mixed Parking,Free car park opposite a park area.
Latvia, Siguldas pilseta,,,,€0.00,24,57.176102,24.846162,http://ourbumble.com/,Mixed Parking,Tarmac car park
Lithuania,Kaunas,Kaunas Camping,,,,44,54.93426,23.918432,http://kaunascamping.eu/,Campsite,
Lithuania,Trakai,,,,€0.00,151,54.637943,24.933447,http://ourbumble.com/fairytale-castle-charming-capital-vilnius/,Wild,"Off main road, behind building and over looking lake"
Lithuania,Siauliai,Hill of crosses,,,€2.90,108,56.014495,23.408854,http://ourbumble.com/hill-crosses-lithuania/,Mixed Parking,€2.90 for 24 hours
Lithuania,Siauliai,,,,€0.00,170,55.932461,23.319407,http://ourbumble.com/hill-crosses-lithuania/,Mixed Parking,Cathedral parking
Lithuania,Tytuvenai,Tytuvenai Monastery,,,€0.00,129,55.597712,23.201785,http://ourbumble.com/pilgrim-route-beautiful-tytuvenai-monastery/,Mixed Parking,Monastery car park
Lithuania,Kaunas,Kaunas City Camping,Village/Town/City,"Fresh WaterGrey WaterBlack WaterTrashToiletsShowersElectricWi-Fi",€18.00,32,54.934926,23.917061,http://ourbumble.com/wedding-capital-baltics-kaunas/,Campsite,Good little camp ground given location. Bit nosey from nearby motorway. Small pool and sunlounge area
Lithuania,Grutas ,Grutas Park,,,€0.00,109,54.024689,24.079531,http://ourbumble.com/,Mixed Parking,Free to park but signs says no overnight however the security guard did say we could stay over for €6
Netherlands,Vaals,,Village/Town/City,,€0.00,,50.77715,6.01469,http://ourbumble.com/cologne-to-uk/,Mixed Parking,Parking area next to a sports centre and industrial estate. Quite at night and close to cente.
Norway,North Cape,Knivskjellodden,Countryside,Trash,€0.00,,71.12195,25.388355,http://ourbumble.com/1st-dachshund-twins-knivskjellodden/,Mixed Parking,Car park for hike to official north cape.
Norway,Rana,Polarsirkelseneret,Countryside,Trash,€0.00,667,66.551772,15.321407,http://ourbumble.com/66-5on-the-arctic-circle-we-made-it/,Mixed Parking,Large carpark at arctic circle passing point.
Norway,Bodo,Bodo ferry,Harbour,"ToiletsTrash",€0.00,2,67.288376,14.39694,http://ourbumble.com/66-5on-the-arctic-circle-we-made-it/,Mixed Parking,Car park for ferry terminal but it is free and they dont mind you waiting
Norway,Gratangsbotn,,Harbour,,€0.00,,68.66231,17.76332,http://ourbumble.com/a-jurassic-landscape/,Mixed Parking,"Car park near a hotel just off the main road, great views over the valley below."
Norway,Malselv,,,"Fresh WaterGrey WaterBlack WaterTrashToilets",€0.00,,69.14048,18.60155,http://ourbumble.com/a-jurassic-landscape/,Rest Area & Services,Picnic area with tommy station and superb salmon fishing.
Norway,Balfjord,,,,€0.00,,69.14368,19.05217,http://ourbumble.com/a-jurassic-landscape/,Mixed Parking,Sami shop beside the main road
Norway,Storfjord,,,"Fresh WaterGrey WaterBlack WaterTrashToilets",€0.00,,69.27231,19.93364,http://ourbumble.com/a-jurassic-landscape/,Rest Area & Services,"Parking area next to lake, Popular stopping area with services."
Norway,Trondheim,,Village/Town/City,Trash,€25.00,-2,63.425873,10.382041,http://ourbumble.com/a-trudge-to-trondheim/,Mixed Parking,Dedicated motorhome parking in centre. Mixed motorhome and cars spaces but no services. On street parking available but it is the same price as the car park. Tromdheim very difficult to park and even several kilometres out of town the car parks charge Nok20 per hours.
Norway,Oslo,Holmankollen,Village/Town/City,,€0.00,354,59.965696,10.666798,http://ourbumble.com/another-fine-day-in-oslo/,Mixed Parking,Flat tarmac car park right at the side of the ski run. Great views over the city and fjord. No parking fees and can stay for max 48 hours
Norway,Henningsvaer,,Harbour,,€0.00,3,68.156174,14.208219,http://ourbumble.com/arctic-attire-shorts-t-shirt/,Mixed Parking,Village car park with space for campers and coaches. Gets very busy. Close to village and easy get level on tarmac.
Norway,Fredvang,,Beach,"Fresh WaterGrey WaterTrashToilets",€0.00,4,68.086984,13.172632,http://ourbumble.com/arctic-road/,Mixed Parking,Great picnic spot
Norway,Aspoya,,Lake,"Fresh WaterGrey WaterTrashToilets",€0.00,8,62.989775,7.882381,http://ourbumble.com/atlantic-road/,Mixed Parking,"Quiet spot just 20 minutes out of Kristiansund. Right on waters edge, greet spot."
Norway,Ner Hag,,Countryside,"Fresh WaterGrey WaterBlack WaterTrashToilets",€0.00,109,68.157902,13.6925,http://ourbumble.com/bad-news-in-ballstad/,Mixed Parking,Good Overnight sport with lovely views to mountains and coastline. Small tarmac bays or grass parking. 
Norway,Haukland,,Beach,Trash,€0.00,-8,68.199319,13.529272,http://ourbumble.com/bad-news-in-ballstad/,Mixed Parking,Great wild camping spot right on the beach. No facilities. Parking area consists of hard surface with sand and grass areas. Easy to find flat spot. Top and bottom car park.
Norway,Hannoy,,Harbour,"Fresh WaterBlack WaterGrey WaterTrash",€0.00,-65,67.948413,13.135675,http://ourbumble.com/bird-bombed-on-mid-summers-day/,Mixed Parking,"Small car park with service station. Fres, grey and black water.parking option overlooking fishing boats and small harbours"
Norway,Ramberg,,Countryside,,€0.00,26,68.101443,13.248561,http://ourbumble.com/bird-bombed-on-mid-summers-day/,Wild,Quiet spare land on outskirts of village. Two minutes to the beach and great views over headland. No immediate facilities
Norway,Asen,,Beach,,€0.00,0,70.05416,22.98381,http://ourbumble.com/bored-in-a-bay-with-fish-bones/,Wild,"Superb spot right on the water, Covered BBQ stations also there."
Norway,Svolvaer,,Village/Town/City,,€0.00,23,68.233063,14.531244,http://ourbumble.com/brght-nights-sensor-alert-reach-end-lofoten-islands/,Mixed Parking,Kiwi car park
Norway,Tvinde,Tvindefossen,Countryside,"Black WaterGrey WaterFresh WaterTrashToiletsShowersElectric",€0.00,132,60.725775,6.490293,http://ourbumble.com/chasing-waterfalls-to-vikafjellet-mountain-pass/,Campsite,Didn't actually stop at the campsite but stopped at the waterfall next to site. Brilliant location
Norway,Myrkalen,,Countryside,,€0.00,569,60.892777,6.495689,http://ourbumble.com/chasing-waterfalls-to-vikafjellet-mountain-pass/,Wild,"Middle of Voss Vikafjellet with amazing valley walls, streams, waterfalls and snow. Brilliant wild camping spot. Hotel, cafe and shop about 10km back towards Voss"
Norway,Kafjord,,,,€0.00,,69.51235,20.70126,http://ourbumble.com/clouds-clouds-clouds-oh-baby-rudolph/,Mixed Parking,Popular spot for fishermen too.
Norway,Burfjord,,Lake,,€0.00,,69.94101,22.04641,http://ourbumble.com/clouds-clouds-clouds-oh-baby-rudolph/,Wild,"Area next to the lake, nice spot and can be popular."
Norway,Porsanger,,Beach,"TrashToilets",€0.00,-1,70.668883,25.52885,http://ourbumble.com/dinner-party-arctic-cirlce/,Mixed Parking,"Picnic area on a small pebble bay, Sami shop opposite. "
Norway,Smorfjord,,,,,,70.5381,25.138897,http://ourbumble.com/dinner-party-arctic-cirlce/,,Parking near the water.
Norway,Herand,,Lake,"ToiletsTrashElectricGrey WaterBlack WaterFresh Water",€0.00,19,60.328355,6.338075,http://ourbumble.com/garden-party-on-hardanger-fjord/,Mixed Parking,"Small picnic spot / rest stop with clean toilets, fresh water and electric point. Very quiet and flat. Lovely views out to the fjord and only a small walk to village of Herand where there is a shop, fuel and restaurant. At time of writing, Herand aire was closed due to repairs."
Norway,Eikelandsosen,,Lake,"Black WaterGrey WaterFresh WaterTrashToilets",€0.00,0,60.241068,5.743214,http://ourbumble.com/garden-party-on-hardanger-fjord/,Mixed Parking,Perect little wild camping spot. Lawn with view over fjord and supermarket behind for any bite of shopping.
Norway,Andalsnes,,Village/Town/City,,€0.00,45,62.566649,7.693576,http://ourbumble.com/groundhog-day-midnight-sunset/,Mixed Parking,Dedicated motorhome parking at the side of the fjord and railway station. Clean and flat but nothing special. Opposite side of rail track is specifically for train passengers and if you park near waters edge or slip then potential fine.
Norway,Molde,,Lake,,€0.00,14,62.741333,7.225358,http://ourbumble.com/groundhog-day-midnight-sunset/,Wild,"Great view of 47 peaks over water. Level, grass parking spot with small beach cove."
Norway,Skarvoya,,Lake,,€0.00,13,63.013474,7.330249,http://ourbumble.com/groundhog-day-midnight-sunset/,Mixed Parking,Small lay-by on Atlantic Road. Plenty stoping points but be mindful some are private and charge high fees.
Norway,Son,,Harbour,,€0.00,5,59.518614,10.682924,http://ourbumble.com/hei-norge/,Mixed Parking,Flat tarmac car park overlooking the beautiful bay. 2 minutes walk to the beginning of the village and the marina with shops and cafes.
Norway,Halstad,,,"Fresh WaterTrashToilets",€0.00,,68.777605,16.589564,http://ourbumble.com/hopeful-in-harstad/,Mixed Parking,Halstad ferry car park (not the main ferry point) Just out of town near off an industrial estate. Better than it sounds.
Norway,Holmefjord,,Countryside,"TrashToilets",€0.00,132,60.288824,5.673197,http://ourbumble.com/hunting-for-lpg-bergen/,Wild,"Picnic area just set back of the main road, superb views and many walking route from behind the area. Tarmac level surface with lots of space."
Norway,Bergen,,Village/Town/City,,€0.00,73,60.35133,5.359669,http://ourbumble.com/hunting-for-lpg-bergen/,Wild,"The aire is just down the road but it was full. This was the only spot we could find and it turned out to be quite quiet. Right next to tram if you want to visit Bergen."
Norway,Heddal,,Village/Town/City,"TrashToilets",€0.00,15,59.579286,9.173554,http://ourbumble.com/largest-stave-church-in-heddal/,Mixed Parking,"Church car park with picnic facilities. Cafe on site too.Flat, tarmac with no parking fee but no parking between midnight and 6am.Located next to main road with views of surrounding hills."
Norway,Linde,,Lake,,€0.00,81,59.304199,9.101564,http://ourbumble.com/largest-stave-church-in-heddal/,Wild,Small piece of land mainly used for launching small boats and jet ski. One picnic table.  Loose gravel or turf and level
Norway,Kjeldal,,Lake,"Fresh WaterGrey WaterBlack WaterTrashToiletsElectricShowers",€20.00,89,59.301878,9.043393,http://ourbumble.com/locks-of-telemark-canal/,Campsite,"Small campsite located in the heart of telemark amidst lush trees and rolling hills. You park overlooking one of the many lock systems on the telemark canal.  Great facilities and payment is honest boxNok 200"
Norway,Fjagasund,,Lake,,€0.00,74,59.302778,8.716911,http://ourbumble.com/locks-of-telemark-canal/,Wild,Beautiful location right at the side of the canal/river.  Loose gravel under foot which is quite messy but easy to get level without chocs.  No services
Norway,North Cape,Visitors Centre,,,€50.00,,71.16862,25.78253,http://ourbumble.com/midnight-sun-north-cape/,Mixed Parking,"Nordd Cap visitors centre, price include entrance for 2 adults."
Norway,Repvag,,Countryside,Toilets,€0.00,9,70.66802,25.388514,http://ourbumble.com/midnight-sun-north-cape/,Mixed Parking,Nice quiet spot for stopping on way to nordkapp. Nearest village is repvag.
Norway,Billefjord,,Countryside,,€0.00,14,70.345577,25.076813,http://ourbumble.com/midnight-sun-north-cape/,Wild,Good spot with nice views.
Norway,Drammen,,Countryside,"Fresh WaterGrey WaterBlack WaterTrashToilets",€0.00,12,59.762226,10.06626,http://ourbumble.com/minted-in-kongsberg/,Wild,Great little picnic spot with facilities. Tarmac surface with nice views over countryside and lake. Set back from the roads so quiet.
Norway,Kongsberg,,Village/Town/City,,€0.00,157,59.665616,9.651808,http://ourbumble.com/minted-in-kongsberg/,Mixed Parking,Kongsbergs Museum car park. Loose gravel but flat and over looking river.
Norway,Kviteseid,,Lake,Trash,€0.00,105,59.354713,8.521809,http://ourbumble.com/moose-spotting-in-dalen/,Mixed Parking,Parking space with no restrictions at the historic collection of Norwegian houses. Flat and quiet but no services. Small cafe.
Norway,Vradal,,Lake,"Fresh WaterGrey WaterBlack WaterTrash",€0.00,248,59.325503,8.485389,http://ourbumble.com/moose-spotting-in-dalen/,Rest Area & Services,"Car park / aire located right on the telemark canal. Flat, level and quiet with usual camper services. Small supermarket and petrol station close by."
Norway,Dalen,,Lake,"Fresh WaterTrashToilets",€0.00,60,59.445394,8.021827,http://ourbumble.com/moose-spotting-in-dalen/,Mixed Parking,"Flat, loose gravel car park right on waters edge. Picnic benches and cafes. "
Norway,Valle,,Lake,"Fresh WaterBlack WaterTrashToilets",€0.00,363,59.231845,7.530469,http://ourbumble.com/mountain-pass-to-fjords-valle/,Mixed Parking,Beautiful picnic spot just outside valle
Norway,Sirdal,,Countryside,"Fresh WaterTrashToilets",€0.00,559,58.941368,6.917779,http://ourbumble.com/mountain-pass-to-fjords-valle/,Mixed Parking,"Tourist information car park. Flat and level on either tarmac or loose gravel.  Behind is a museum, farm, nice walk and golf course."
Norway,Smalasen,,Countryside,Trash,€0.00,314,65.101235,13.342812,http://ourbumble.com/moving-north-towards-the-arctic-circle/,Mixed Parking,Nothing fancy but some where to stop and rest for an hour or overnight.
Norway,Symrevegan,,Village/Town/City,,€0.00,94,65.537106,13.409852,http://ourbumble.com/moving-north-towards-the-arctic-circle/,Mixed Parking,School car park. Flat and level and only place we could find that was dry and clean. Good job it was a Saturday.
Norway,Oslo,,Harbour,"Fresh WaterGrey WaterBlack WaterTrashElectric",€0.00,19,59.917775,10.675028,http://ourbumble.com/norways-national-day/,Rest Area & Services,"Excellent spot for a capital city. Located right on the marina with beautiful views. Flat and level. Centre only 3 km away and ski centre 5 km.There is a charge for the aire but the machine is broke and so unable to pay and most people using the marina told us not to bother with fees."
Norway,Alta,,Harbour,,€0.00,7,69.986705,23.306063,http://ourbumble.com/now-waiting-game/,Wild,"Great spot close to the town and airport, probably best place to stay in the area."
Norway,Near Alta,Alta River,Lake,,€0.00,,69.9323,23.262,http://ourbumble.com/now-waiting-game/,Mixed Parking,"Great spot right on the Alta river, about 10 mins to Alta."
Norway,Alta,Alta museum,Countryside,Trash,€0.00,56,69.946271,23.187151,http://ourbumble.com/now-waiting-game/,Mixed Parking,Museum parking area
Norway,Preikestolen,,Countryside,"Fresh WaterGrey WaterBlack WaterTrashToilets",€15.00,2,58.914439,6.037465,http://ourbumble.com/petrifying-preikestolen-pulpits-rock/,Mixed Parking,"Car park for  Preikestolen, Pulpits rock. NOK150"
Norway,Jorpeland,,Harbour,"Fresh WaterGrey WaterBlack WaterTrash",€0.00,11,59.017116,6.044062,http://ourbumble.com/petrifying-preikestolen-pulpits-rock/,Rest Area & Services,Nice flat location next to the marina. 
Norway,A,Lofoten Islands,Harbour,"Fresh WaterTrashToilets",€0.00,10,67.879865,12.977322,http://ourbumble.com/sailing-in-to-the-midnight-sun/,Mixed Parking,Superb little car park with public toilets. Access to village and museum only 5 minutes away or nice walks to coast line and salted cod drying frames. No restrictions on overnight or length of stay
Norway,Olden,,Village/Town/City,,€0.00,9,61.838386,6.80121,http://ourbumble.com/setting-up-camp-at-the-base-of-briksdal-glacier/,Mixed Parking,Small marine car park over looking water. Space for half a dozen cars. Mainly used by local fishermen
Norway,Oldedalen,Melkevoll Bretun,Countryside,"Fresh WaterGrey WaterToiletsShowersElectricWi-Fi",€20.00,108,61.664,6.816657,http://ourbumble.com/setting-up-camp-at-the-base-of-briksdal-glacier/,Campsite,"Small family run campsite with great facilities including, washing, showers and sauna. On site cafe and little shop. BBQ area and plenty places to walk. Located at base of glacier valley - 45 minutes walk to the glacier.Website: www.melkevoll.no  Email: post@melkovall.no  Telephone: 4757873864"
Norway,Stanghelle,,Harbour,Trash,€0.00,-6,60.549765,5.733891,http://ourbumble.com/shot-in-the-bum-bergen/,Mixed Parking,"Level, tarmac car park at the train station. Access to the waters edge and great views over fjord just passed the train station. At time of visit rail track works under way so full of plant and machinery, so stationed on station car park"
Norway,Aga,,Lake,Trash,€0.00,49,60.301864,6.606176,http://ourbumble.com/slopes-of-apple-blossom-sortfjorden/,Mixed Parking,Mixed car park with no restrictions and right on water edge.
Norway,Sinnes,,Lake,,€0.00,673,58.90022,6.778882,http://ourbumble.com/snow-sunshine-siesta/,Mixed Parking,Small tarmac car park with a stunning view but no services.
Norway,Oanes,,Lake,Trash,€0.00,-0,58.91032,6.077744,http://ourbumble.com/snow-sunshine-siesta/,Mixed Parking,No services but right on waters edge with picnic tables and lawned area looking down the fjord. Tarmac and level.
Norway,Halandsosen,,Lake,,€0.00,8,59.347692,6.237133,http://ourbumble.com/sun-sand-salmon/,Wild,Small piece of grassland on jut out of land. Access is hidden a little but located at base on small bridge and opposite fuel station.
Norway,Sand,,Harbour,Trash,€0.00,9,59.483741,6.249967,http://ourbumble.com/sun-sand-salmon/,Wild,Pier
Norway,Nesfelden,,Lake,"Fresh WaterGrey WaterBlack WaterTrashToiletsElectric",€0.00,78,59.644174,6.804176,http://ourbumble.com/sun-sand-salmon/,Rest Area & Services,Great little free aire located right on the side of the fjord
Norway,Vassenden,,Lake,"Fresh WaterGrey WaterBlack WaterTrashToilets",€0.00,195,61.510886,6.156805,http://ourbumble.com/the-big-dipper-ride-to-lake-jolster/,Mixed Parking,Nice flat location next to lake. Mixed parking.
Norway,Valldal,,Harbour,Trash,€0.00,38,62.313778,7.291821,http://ourbumble.com/the-golden-drive-to-troll-wall/,Mixed Parking,Mixed parking which permits overnight stays. Good views out to lake with local supermarket and petrol station behind.
Norway,Trollstigen,,Countryside,"Fresh WaterTrashToilets",€0.00,696,62.590494,7.521183,http://ourbumble.com/the-golden-drive-to-troll-wall/,Mixed Parking,Trollstigen car park and entrance to walk way. No restrictions on overnight but can get busy 
Norway,Stryn,,,Trash,€0.00,48,61.927336,7.018598,http://ourbumble.com/the-highest-fjord-road-in-the-world-dalsnibba/,Mixed Parking,"Layby pick nick area by the main road, would be quite at night and great views across the water towards the mountains. Stryn town is a few km away though."
Norway,Voss,,Lake,,€0.00,61,60.627622,6.403919,http://ourbumble.com/the-old-toe-twitching-road-to-voss/,Wild,No services but excellent wild camping spot just on the outskirts of Voss centre. Right on the water overlooking snow capped hills. Loose gravel but relatively flat.
Norway,Vik,Storehaugteunnelen,Countryside,,€0.00,946,61.013394,6.543114,http://ourbumble.com/the-rise-fall-to-sognefjord/,Wild,Flat layby with stunning views over the mountain tops and valleys below. No facilities but good for lunch or stop over.
Norway,Vik,Hive church,Countryside,,€0.00,80,61.072005,6.58489,http://ourbumble.com/the-rise-fall-to-sognefjord/,Mixed Parking,Car park at church. 
Norway,Vangsnes,,Countryside,,€0.00,72,61.171822,6.640416,http://ourbumble.com/the-rise-fall-to-sognefjord/,Mixed Parking,"Best vantage point for several fjords. Small car park with 270 degree views. Flat, level tarmac but no services. Ferry point 5 minutes away."
Norway,Odda,,Village/Town/City,"TrashToilets",€0.00,39,60.079873,6.528602,http://ourbumble.com/the-waterfalls-of-folgefonna-glacier/,Mixed Parking,"Elevated overwater and view back towards town of Odda. Nice and quiet but waterfalls can be quite loud.Flat, level and clean.Behind are paths and walkways up in to the forest and waterfals"
Norway,Talvik,,Lake,"Fresh WaterGrey WaterBlack WaterTrashToilets",€0.00,,70.0414,22.9527,http://ourbumble.com/turpitz-museum-to-alta-museum/,Wild,"Parking near a pier, full services at the fuel station next door."
Norway,Near Alta,Turpitz museum,Lake,,€0.00,,69.92382,23.02196,http://ourbumble.com/turpitz-museum-to-alta-museum/,Wild,Super spot right on the fjord. Near Turpitz museum and 10 mins from Alta.
Norway,Vestpollen,,,,€0.00,5,68.234871,14.549823,http://ourbumble.com/vin-motorhome/,Mixed Parking,Nice picnic area just outside of the town with great views and level tarmac. Toilet facilities being built at the time of visit.
Norway,Gambogrn,,Lake,Trash,€0.00,13,68.651267,15.864158,http://ourbumble.com/vin-motorhome/,Mixed Parking,Small lay-by beside the main road but with stunning views.
Poland,Auschsitz,Cdim,Village/Town/City,"Fresh WaterGrey WaterTrashToiletsBlack WaterShowersElectricWi-Fi",€20.00,253,50.022948,19.197942,http://ourbumble.com/big-clean-tootle-oswiecim/,Campsite,Hotel grounds. Very nice. Includes electric and services and wifi
Poland,Czechochowa,Jasna Gora,,,€0.00,285,50.810482,19.099232,http://ourbumble.com/black-madonna-queen-poland-jasna-gora/,Mixed Parking,"On road, free"
Poland,Lodz,,,,€0.00,199,51.75794,19.47361,http://ourbumble.com/city-contrast-culture-colour-lodz/,Mixed Parking,Mixed car park at side of park.
Poland,Czechochowa,Olenka nr 76,,,€10.00,274,50.811381,19.090938,http://ourbumble.com/city-contrast-culture-colour-lodz/,Campsite,15 pp plus 10 for mh.
Poland,Czerwinsk,,,,€0.00,89,52.395942,20.309107,http://ourbumble.com/day-deliberation-polish-puncture/,Mixed Parking,"Church and hostel car park. Free and no restrictions, so can park overnight. Fresh water tap as you walk under the archway in to church courtyard."
Poland,Lowicz,,,,€0.00,79,52.108509,19.937699,http://ourbumble.com/day-deliberation-polish-puncture/,Mixed Parking,
Poland,Ryn,,,,€0.00,102,53.937371,21.545451,http://ourbumble.com/gunshot-unexpected-organ-concert/,Mixed Parking,Dirt / Grass area beside the marina.
Poland,Krakow,Camping Adam,,,€20.00,208,50.046655,19.902845,http://ourbumble.com/heatwave-kebabs-krakow/,Campsite,50plz per camper plus 26 pp
Poland,Suwalki,Osir Eurocamping,Village/Town/City,"Fresh WaterGrey WaterBlack WaterTrashToiletsShowersElectricWi-Fi",€0.00,160,54.093062,22.916078,http://ourbumble.com/poland-ooops-polish-dosh/,Campsite,Lovely big pitches and excellent shower favilites
Poland,Ketrzyn,Wolfs lair,,"Fresh WaterGrey WaterTrashToiletsShowersElectric",€0.00,145,54.079406,21.495294,http://ourbumble.com/search-tom-cruise-wolfs-lair/,Mixed Parking,Wolves lair parking overnight included in parking price 20pln. Inc free electric and water
Poland,,,,,€0.00,88,54.052846,21.454238,http://ourbumble.com/,Mixed Parking,Lay by set back from the main road in a wooded area.
Poland,,,,,€0.00,144,51.897911,19.599877,http://ourbumble.com/,Mixed Parking,Spare land beside a lake
Portugal,Lagos,,Harbour,Trash,€0.00,,37.108354,-8.673462,http://ourbumble.com/alvor-to-praia-do-amado/,Mixed Parking,Street parking with no restrictions right next to marina and harbour at the bottom of the foot bridge which takes you straight in to old town.
Portugal,Corsino,,Countryside,,€0.00,,37.223614,-8.726125,http://ourbumble.com/alvor-to-praia-do-amado/,Wild,"Good wild camping spot on edge of the reservoir,  very peaceful with the exception of odd cow bell."
Portugal,Aljezur,,Village/Town/City,"ToiletsTrash",€0.00,,37.316459,-8.803403,http://ourbumble.com/alvor-to-praia-do-amado/,Rest Area & Services,"Big parking space with no facilities, located at bottom of old town and right next to river. Good view up to the castle and also looking back towards the surrounding countryside."
Portugal,Praia da Amoreira,,Beach,,€0.00,,37.347234,-8.849436,http://ourbumble.com/alvor-to-praia-do-amado/,Wild,Lay-by with excellent views over headland.  minutes walk from beach and town. Coastal road just right of road 1003.
Portugal,Arrifana,,Beach,Trash,€0.00,,37.295854,-8.866135,http://ourbumble.com/alvor-to-praia-do-amado/,Layby,Superb view on to little cove and very popular with surfers.
Portugal,Praia da Borderia,,Beach,Trash,€0.00,,37.196815,-8.907912,http://ourbumble.com/alvor-to-praia-do-amado/,Wild,Loads of little lay-by to pull over and admire the sweeping coastline. sand dunes and coastal paths to beach.
Portugal,Praia da Borderia,,Beach,Trash,€0.00,,37.193111,-8.902835,http://ourbumble.com/alvor-to-praia-do-amado/,Mixed Parking,Large sandy car park with great access to beach.  good for fishing and surfing. Sand dunes protect the car park from Atlantic winds.
Portugal,Praia do Borderia,,Beach,,€0.00,,37.193775,-8.913857,http://ourbumble.com/alvor-to-praia-do-amado/,Wild,Dirt track all around the headland. Nice and quiet and great vantage point for a good sunset.
Portugal,Praia do Amado,,Beach,Trash,€0.00,,37.168794,-8.900748,http://ourbumble.com/alvor-to-praia-do-amado/,Mixed Parking,Car park right in the beach with rolling hills behind. Massive beach cove which is popular with surfers in summer.  There are two car parks - low one and high one. The high one indicates campers allowed and to be fair it is were most of the campers park but don't park here as police often move people off. The lower car park seems to be the one that is ok to camp on. As we passed the higher car park we noticed the 'no Motorhome' sign had been sprayed blue by someone hence why people thought it was ok to park on.  
Portugal,Ilha do Tavira,,Beach,Trash,€0.00,13,37.120536,-7.620421,http://ourbumble.com/cacela-velha-to-praia-de-marinah/,Wild,Spare land at the edge of Tavira overlooking the Ilha de Tavira. There are a couple of good places to tuck in and around the castle ruins and also little lay-bys for parking on the lane itself. Great for bird watchers and strolls along beach. Small Marina a few meters away.
Portugal,Santo Luzia,,Beach,,€0.00,25,37.097587,-7.667702,http://ourbumble.com/cacela-velha-to-praia-de-marinah/,Wild,"Spare land that runs behind the football ground.  Hard, sandy ground. Slightly elevated position, so good views over estuary.  Few minutes walk in to the town where you will find plenty cafes and bars.  if you need water then you need to go to fisherman huts, it's cost €2 to fill up. The huts are located at beginning of town, near the bridge and the wafer point is right on the corner."
Portugal,Fuseta,,Beach,Trash,€0.00,-20,37.052335,-7.743795,http://ourbumble.com/cacela-velha-to-praia-de-marinah/,Mixed Parking,"Car park which tolerates Motorhomes.  No parking 2 Sunday and 1 Thursday in each month, local market.  there is a campsite behind the car park.  Car park right on wetlands and beach area."
Portugal,Praia do Trafel,,Beach,"Fresh WaterTrashShowers",€0.00,-5,37.05635,-8.077197,http://ourbumble.com/cacela-velha-to-praia-de-marinah/,Wild,"Quiet, secluded beach location.  Access is down a country lane that can be slightly bumpy in sections.  Right at the end of the lane is a restaurant with private car parking.  You can park on the lane or in one of the lay-bys. Beautiful stretch of beach with little lagoon just behind the dunes, ideal for bird watching.  Fresh water and showers at the end of the boardwalk.  "
Portugal,Praia do Almargen,,Beach,,€0.00,11,37.057993,-8.081296,http://ourbumble.com/cacela-velha-to-praia-de-marinah/,Wild,A hidden gem! Right on the beach with stunning views out to the ocean.  Hard sandy surface but no facilities.  Lidl and services not far along main road.  Small wooden area to the rear and watering hold with birds and wildlife to west.  
Portugal,Praia dos Pescadores,Amacào de Pera,Beach,"Fresh WaterGrey WaterBlack WaterTrashToilets",€1.50,37,37.100735,-8.354334,http://ourbumble.com/cacela-velha-to-praia-de-marinah/,Rest Area & Services,"A large car park with basic service facilities.  Hard, flat surface and very clean.  Right in the beach and next to few restaurants.  Very quiet in the evening.Unfortunately we didn't get any pictures because in the morning we decided to leave.  Lots of talk about people receiving fines from the police, as it is only a car park and no overnight camping permitted.  With all the discussions and people taking random photos we decided to not chance it and move on.  "
Portugal,Praia dos Marinah,,Beach,,€0.00,63,37.092533,-8.412282,http://ourbumble.com/cacela-velha-to-praia-de-marinah/,Wild,"One of the most beautiful wild camping spots we've discovered on the Algarve.  As you approach you can see small sandy car park to the left, which you can park on or alternative, take a left down the sandy track and pick you own secluded spot with little garden.  "
